RA,DEC
0.8317634470064966,-0.28643398285066307
0.8358019590703084,75.77663813120074
0.8751163769859893,74.8663783580911
1.08028203792518,0.8755737976967959
1.4370732763741865,84.88867823685237
1.8552888142120267,85.88003854521592
2.2386361577655367,73.69045515622713
2.3202336329550737,-76.94745273056739
2.3662274349242214,1.7615952168918338
2.6082544275925197,-77.09118508999471
2.675170217784441,1.8683729896214423
2.7921405958508783,1.2960766241832238
2.9301962398291637,71.215579569355
4.137223023719117,85.94964750503027
4.71746659125248,-76.62377170661952
4.863816388129373,85.90702254991218
5.098609307076823,62.97153449761518
5.282590282775766,54.75703576881074
5.695127946887037,55.59945993810667
6.561716731109855,59.03218066489866
6.736595713635202,1.1503222648747522
6.89487764256282,54.71635030340536
7.302428011062058,55.64805925916607
7.586216042200573,85.64220471154569
7.635886521121486,59.164095719518954
7.779291398653952,85.14705333286494
7.955371575122791,84.4433476929551
8.017923794286219,85.38242275161241
8.301480689439165,63.01362221530673
8.31138156618417,59.096355991829114
8.323043109008836,53.772718530905536
8.430178995331037,85.38378414934503
8.570452069302881,55.12023447423965
8.687798362659505,85.20164316075535
8.709243295673764,53.70334316799914
8.74797679288428,55.977308148087985
8.903491036983203,55.553996273855205
9.477466344335781,84.51167811917945
9.627004654458515,54.03461927405753
9.745968163387996,-1.1633534706763808
9.901904811356312,83.99387526543764
9.972640537552373,84.51872668618351
11.018132726102333,0.38288261403993373
11.171307552924725,83.85989127820605
11.658482244306786,84.69576686875227
11.663631231084905,85.3927155588494
12.748234007105735,84.63558528369293
12.901682690753626,84.73290129209926
13.333251698223012,85.14869833356349
13.79620416539243,85.38081116720332
14.006961276114481,-70.67249662529645
14.449226082148675,85.04140685048316
14.819320505003075,-70.76187643082329
15.387288198748841,84.2696933744121
15.807708425929386,-76.0836527738653
16.215876154596632,85.59625804403761
16.792494917724987,84.45626815008846
17.16420520290305,85.84295860813955
17.22619956902282,-71.12913259546785
17.35782734810463,83.99356321643783
17.66533184447728,-76.27840056664296
18.90025015954466,84.94446457493012
18.982207714606453,85.25816104775333
19.74670896895946,85.38685558223429
20.041225391965813,84.75769127197829
20.07191607784458,85.88301431295734
20.26220438206274,84.5250906858569
20.382067947824495,-73.66562684785818
22.341378299912176,85.01175733369827
22.363232066238634,-73.01054639593863
22.67134393564478,85.89083401583682
23.943533950101294,84.32424948130662
24.447935486612593,85.71430904638531
25.254949236081217,85.59382385662995
25.49128110096168,85.33517005531775
25.695643605098915,84.50180317474276
26.252219466552965,84.69293259032241
27.05664830070003,85.29944582541555
27.776123893954935,14.052456310593389
28.80803660141513,-1.5561682515365773
