#RA                     DEC                               TWOMASS                  GAIA                     Hmag           Tmag
195.665441293285           27.4186608863989           13023972+2725077           1460529368745592576           11.437           12.458
211.816578023045           46.0120022715601           14071603+4600441           1506178583270115968           11.303           12.4709
116.152194931065           32.1036414063025           07443651+3206135           881672952403795712           10.957           12.488
52.3316353920229           -7.03147195183057           03291955-0701535           5168686278209181312           10.859           12.4902
132.805596616578           11.861147062379           08511335+1151401           604921030968952832           11.058           12.5009
293.838258978917           42.1221516842403           19352118+4207199           2077714932236541440           11.648           12.5135
142.597596252456           48.8042689404354           09302346+4848157           825795462242432256           11.168           12.5149
48.2221415679339           0.74810576611443           03125331+0044543           3266863657048760576           11.006           12.5164
194.338859658122           26.3845182168988           12572133+2623040           3958562956044494720           11.436           12.5212
204.96877816438           27.2469060453948           13395250+2714488           1448654814963588480           10.927           12.5213
81.8493916074281           12.7786581334136           05272385+1246432           3389025514927878528           10.536           12.5276
292.663584977736           46.1149152373278           19303925+4606537           2128240480828618368           11.762           12.5334
195.63486749247           27.6085339179129           13023235+2736306           1460728307334061824           10.784           12.5415
293.77213620356           44.6384798242096           19350531+4438185           2126438209472006912           10.998           12.5773
82.3594895107509           35.9186142352755           05292628+3555070           183349817406381696           10.402           12.5826
112.000601830199           24.0402803097256           07280014+2402249           866897577710714752           11.087           12.5829
16.792494917725           84.4562681500885           01071003+8427224           573339891628419072           11.139           12.5913
257.88361718081           34.403163055001           17113206+3424115           1335147213107405056           11.411           12.5952
152.079755200409           26.9695771479926           10081920+2658107           739130684429785344           11.07           12.5957
8.70924329567376           53.7033431679991           00345023+5342120           416506107100806656           10.613           12.6104
198.992949088341           39.5201680590509           13155830+3931126           1524750399816223360           11.377           12.6176
291.345887719912           38.46433374458           19252303+3827517           2052731519794156672           11.732           12.6178
174.920097983624           50.2151144489185           11394085+5012543           790785156590188672           11.297           12.6307
259.585907250942           -23.8457139434607           17182061-2350444           4114181750225015552           9.412           12.6323
1.43707327637419           84.8886782368524           00054486+8453193           573598349877494144           11.577           12.6328
7.58621604220057           85.6422047115457           00302055+8538318           573986236962877568           11.425           12.6416
258.744504103754           32.7097711534821           17145869+3242355           1333627516239218560           10.769           12.6478
97.6778354308821           -30.9529833221491           06304268-3057106           2893977590005681536           10.878           12.6625
78.6594417641395           24.3785359183822           05143826+2422427           3415970048095992832           10.467           12.6697
118.125519250292           26.8025791014718           07523013+2648093           874232797737149952           11.141           12.6701
194.612184979651           27.4223449279516           12582691+2725204           1460661310140576000           10.832           12.6732
112.115149582117           22.427988388258           07282763+2225408           866451657027171840           11.358           12.674
41.39867893016           -0.105181926904978           02453568-0006180           2498545482977629312           10.972           12.674
217.920834349113           51.6220508798413           14314101+5137193           1604990559386395776           11.2           12.6803
293.266339134064           38.1260270721357           19330392+3807338           2052237598556359808           11.923           12.6994
240.538398074305           29.5778542184235           16020918+2934406           1320230585529564800           11.123           12.6995
102.684416014555           -3.19918763133851           06504426-0311570           3105822213319809536           10.604           12.723
182.609984563901           19.1178960480843           12102643+1907049           3950204228132377088           11.575           12.7239
27.0566483007           85.2994458254155           01481367+8517578           573823028205260288           11.396           12.7379
289.529988177998           47.626163966213           19180722+4737344           2127923409161854848           11.414           12.7514
195.016223992382           49.409271091388           13000386+4924333           1555561361325408256           11.28           12.7936
79.4282472939538           23.9610316008145           05174276+2357398           3415886450852752640           10.106           12.7992
297.009435977813           50.3722828748544           19480226+5022203           2135313669189075968           12.042           12.8108
4.13722302371912           85.9496475050303           00163253+8556588           574041659220793088           11.731           12.8175
132.97117073667           11.6815667137219           08515309+1140536           604903232624649344           11.984           12.8197
295.374011693531           46.0427373721258           19412976+4602338           2080027205190705664           12.138           12.8477
218.368101431336           8.44230074338248           14332835+0826322           1173003573387799808           11.456           12.8563
194.124839226863           26.0908437147947           12563002+2605267           3958526672160770304           10.902           12.8708
237.798857618575           84.7298329550346           15511165+8443473           1724205141988425984           11.347           12.8725
141.896308930492           48.8335142829015           09273510+4850007           1017856813352278400           11.453           12.8817
175.037416718554           26.5513812306311           11400902+2633048           4017491762771128320           11.136           12.9052
132.817798127708           11.7424706346983           08511628+1144328           604911199788235648           12.021           12.9077
259.629453298082           -24.8249571911406           17183106-2449296           4110959493955837952           10.305           12.9088
97.3494592616885           -31.7529974607644           06292387-3145110           2892413259837221632           11.333           12.9126
293.455110176835           46.5215837939547           19334923+4631183           2128181519518718208           11.88           12.9363
291.930072037824           39.0720050056301           19274322+3904194           2052775981296516736           11.303           12.9509
220.491550959881           40.4727535257101           14415797+4028222           1488083233216807552           11.795           12.9644
198.945050941577           38.2206772170767           13154681+3813152           1522928474688209792           11.916           12.969
205.535044758349           28.5765557977576           13420840+2834354           1454892447508912512           11.724           12.9708
132.755419510032           11.6996640506596           08510131+1141587           604910688687928576           12.167           12.984
5.69512794688704           55.5994599381067           00224682+5535581           421404878078771968           11.122           13.005
294.757705211162           46.8310555973856           19390184+4649520           2128520920714120192           12.157           13.0132
152.089343879598           25.1183660083063           10082149+2507064           738631334352041984           11.632           13.0349
144.230938943808           48.4650522398475           09365545+4827544           825542059172040192           11.941           13.035
162.92871233474           47.8604194965622           10514289+4751375           832208501249944960           11.228           13.0399
195.277253301873           27.5851245528906           13010653+2735063           1460734015347515648           11.05           13.0409
241.600312138584           5.50075654658037           16062407+0530025           4449655701425344000           11.661           13.068
75.3224809604677           23.1989258742025           05011739+2311561           3418544241037830784           11.174           13.0743
14.4492260821487           85.0414068504832           00574795+8502290           573747608579525888           11.983           13.083
25.2549492360812           85.59382385663           01410114+8535378           573842200939238272           11.493           13.0839
233.372315389247           43.8268287276231           15332930+4349373           1391448324482530176           11.168           13.0854
291.849678352339           37.7386002750616           19272392+3744190           2051806555638910720           12.201           13.0929
292.17447104891           41.2906400628065           19284187+4117263           2053604669465240704           12.475           13.1006
231.930879642072           5.91654310256423           15274344+0554595           1162115689558102016           12.092           13.1069
232.077461504692           5.38413724315477           15281862+0523026           4428645236806348288           11.763           13.1311
193.683611496669           26.9723766759864           12544407+2658201           3961655023260072320           11.368           13.1334
285.090702368871           43.8017933087925           19002179+4348062           2105833567724991488           12.174           13.1483
218.372834343279           9.97831116832262           14332948+0958420           1176460609744263808           12.107           13.1505
54.8028315804466           47.1105998440885           03391268+4706381           248157339147693696           11.242           13.1559
194.865461414434           50.063622231493           12592781+5003497           1555866578880956288           11.687           13.1724
284.257235594979           45.1186668503936           18570173+4507072           2106807288349899392           12.356           13.1818
26.252219466553           84.6929325903224           01450015+8441346           572938608539651200           11.534           13.184
196.532830049439           27.6093031279003           13060786+2736333           1460878566766809984           11.211           13.1868
80.4351911903646           24.3993223707827           05214445+2423575           3417321760203676416           10.68           13.1918
132.79034512558           11.9860141597247           08510969+1159096           604971402345381120           12.348           13.2316
289.680515186028           47.3177648203243           19184333+4719041           2127891695123271424           12.307           13.2545
102.163677624185           -5.34475747669718           06483928-0520411           3101948977452406144           10.876           13.2559
18.9002501595447           84.9444645749301           01153675+8456400           573752040985923840           11.496           13.2639
23.9435339501013           84.3242494813066           01354636+8419272           572903252368836224           11.786           13.2662
294.32255143074           50.7416749231803           19371741+5044301           2135252203917291776           12.524           13.2782
195.075342091512           25.8579702444776           13001808+2551291           3958284848323143552           11.299           13.2933
12.9016826907536           84.7329012920993           00513648+8443583           573361886157165952           11.84           13.2937
97.8057657542865           -31.5055915059417           06311335-3130208           2893874850090826752           11.466           13.2973
287.493524412647           47.224681168327           19095844+4713287           2130482453755846528           12.184           13.2979
176.593878797875           1.30728799217351           11462254+0118260           3796361007850284416           11.909           13.3007
293.721832664123           41.8730703648884           19345324+4152232           2077617621156131456           12.264           13.3014
176.952899594023           1.31787656570505           11474868+0119045           3796317027385205120           12.38           13.3041
53.1671461786466           45.5921615942423           03324011+4535317           241971727248445952           11.448           13.3251
2.23863615776554           73.6904551562271           00085727+7341257           537931120386120064           11.556           13.3269
151.681241715173           26.5374160639988           10064351+2632146           739093056220852864           12.296           13.3324
79.6900068819544           25.4960170248605           05184559+2529457           3417631612026821120           11.066           13.3406
291.903365703459           38.9258507608034           19273680+3855331           2052765913893095808           11.871           13.3451
132.787050685155           11.8105235309024           08510890+1148377           604920584292557440           12.293           13.35
79.1588740536383           25.0105325669465           05163812+2500379           3420519689772667776           11.203           13.3577
94.7423790546599           40.037963149615           06185816+4002167           956812614974813952           11.691           13.3581
138.390081838842           23.609138212165           09133362+2336330           687066128795761408           11.67           13.3588
227.08746321284           32.1249263608008           15082106+3207300           1288733460044854656           11.421           13.3838
54.7262999336412           46.395769564638           03385429+4623449           247912835248534400           11.513           13.3952
18.9822077146065           85.2581610477533           01155512+8515296           573766953112323584           11.841           13.3955
78.5200491224118           25.7735559311066           05140480+2546248           3420803638650312576           11.022           13.4007
145.979984105589           37.6023960079492           09435521+3736087           799835202437881984           12.539           13.4039
225.287615591241           37.0394208127686           15010903+3702218           1295002291230049664           12.185           13.4105
223.687210950206           46.4461227924309           14544500+4626456           1587325977373091072           11.278           13.4266
323.566716709397           11.810946390351           21341600+1148394           1742874780707749888           12.163           13.4285
143.038920415741           46.6694339034454           09320941+4640102           824535524995890688           12.159           13.4299
196.889796911804           38.670329496427           13073354+3840133           1523154836644124544           12.138           13.4413
293.660098630563           40.3642135250545           19343842+4021511           2053283131034904064           12.055           13.4596
243.59773766894           52.0101554938788           16142346+5200368           1424779194844425344           12.289           13.4677
291.889216364129           39.3617349511484           19273337+3921423           2053170843410198656           12.32           13.4797
259.263362479529           -24.0887739913144           17170320-2405194           4114082553650919680           10.704           13.4942
157.218802479071           14.2235602589279           10285250+1413248           3884343614771299584           11.468           13.5087
174.53574242494           50.0887468336749           11380857+5005194           790783404243545088           11.472           13.5158
22.3413782999122           85.0117573336983           01292195+8500424           573708644636352128           12.086           13.5197
292.374755767739           37.6309693235111           19292994+3737514           2051836689126867328           12.605           13.5243
25.6956436050989           84.5018031747428           01424696+8430064           572928300618175488           11.935           13.5448
20.2622043820627           84.5250906858569           01210284+8431304           573667447310164736           12.042           13.5526
95.3468044437123           17.0300545306254           06212323+1701485           3370021457172805248           12.31           13.5608
295.180873280769           40.3398534798896           19404341+4020235           2076492447109444352           12.533           13.5642
217.025625112025           8.40409601805013           14280616+0824147           1175664838203586688           12.355           13.567
78.2810570820872           -40.5087846702057           05130745-4030316           4819149264000309120           12.17           13.5716
125.56121751713           1.20710969626615           08221469+0112257           3078013983699136768           12.154           13.5859
218.271318344663           9.27859228842873           14330510+0916429           1176119658060456704           12.122           13.5957
192.438688219767           12.2534034293346           12494533+1215121           3928142939637911040           12.468           13.6057
132.947539506014           11.7860142283422           08514742+1147096           604916804721291776           12.496           13.6154
296.3385346587           48.7575064325951           19452126+4845273           2086709865065396864           11.972           13.6215
197.694674638879           17.9934331020459           13104680+1759363           3937992639678757248           11.437           13.6245
205.853478828115           29.0352732215823           13432483+2902069           1454933610475489152           12.437           13.6275
290.864431068955           1.50327909685809           19232746+0130119           4288575770514124672           11.644           13.6414
218.486110771398           8.36551672729066           14335667+0821562           1172987527389973504           12.155           13.6445
206.256204118571           18.8060512432163           13450151+1848216           1248150588941484416           12.372           13.6527
294.254153361392           47.437761965783           19370100+4726160           2128599986771256960           12.472           13.6764
289.583067279244           -28.6791599185786           19181995-2840449           6759668024375483776           12.222           13.6782
142.408329574555           46.5847840459827           09293799+4635050           819282779992855168           12.201           13.6841
259.40561887313           -23.8620397262855           17173735-2351432           4114180616353768704           10.796           13.6858
77.9375311853487           -40.0725102117424           05114499-4004211           4819243409682593792           12.713           13.6875
114.200061997144           18.0948619779536           07364803+1805415           671394411609340288           12.122           13.691
195.717205247907           58.2289246490627           13025210+5813443           1578617810921163520           12.57           13.7005
258.351997869613           -23.9221779861556           17132447-2355197           4114136120487582592           11.414           13.7046
207.043016497051           28.6629958705128           13481031+2839466           1452226441047284864           12.26           13.7083
13.7962041653924           85.3808111672033           00551101+8522510           573965174443521280           12.136           13.7139
150.810325621472           25.7100988052416           10031448+2542363           738943900596725248           12.825           13.7244
296.206165640902           49.4720056485545           19444949+4928193           2134887647093131264           12.469           13.7311
224.839485566613           22.4355475645289           14592151+2226077           1262721866789094784           12.342           13.7438
195.621297552229           57.3388622458718           13022912+5720196           1577018262020861440           12.8           13.7568
176.279432943149           -14.292074236586           11450711-1417312           3572744566376916096           12.219           13.7617
77.8201342902964           -40.3448646156376           05111683-4020413           4819213413631022848           12.711           13.7768
292.513191246904           40.8275175779058           19300316+4049392           2053530761667312384           12.913           13.7798
349.966433302136           52.7215017797423           23195193+5243173           1992595861612800000           12.258           13.783
222.912973418628           85.8819831286612           14513916+8552551           1727571537354796800           12.744           13.7957
74.9929961746426           62.9205122040113           04595833+6255139           477872221862987648           11.956           13.8056
130.633782743713           11.1228025856357           08423210+1107222           601814773181311488           11.9           13.8075
230.624380279879           7.03160562784903           15222984+0701543           1162489459087690752           12.158           13.8155
265.224414039263           -54.113424961453           17405385-5406480           5921357890731707008           12.634           13.8255
293.913656873384           45.1898105483046           19353927+4511233           2127952992898069760           12.946           13.8373
159.56621081313           38.317866260075           10381590+3819042           755077382603666944           12.813           13.8405
184.378357151128           0.215352021190339           12173082+0012553           3698450493829161216           12.477           13.8463
8.43017899533104           85.383784149345           00334320+8523017           573958577373560832           13.002           13.8465
81.3095645297419           -23.7398011800558           05251429-2344232           2958403061517773952           12.686           13.8475
248.258085701128           -13.9318486671657           16330192-1355546           4327254115650903040           12.23           13.8475
289.316106004145           -60.0592546376284           19171586-6003332           6446184683627212928           12.652           13.8497
253.814600364659           -63.9640119509416           16551550-6357502           5817590553151820032           12.299           13.8554
292.543203629752           37.5557335658506           19301035+3733207           2051826553004393216           12.534           13.8634
290.425283786572           46.8899534533941           19214207+4653237           2127633000653977088           12.983           13.867
14.8193205050031           -70.7618764308233           00591655-7045427           4690882196012145664           12.667           13.8785
178.175379432632           2.21166231195604           11524210+0212419           3892557280164478592           12.55           13.8787
289.508575391146           -60.2487373255045           19180205-6014551           6446166954002124416           12.525           13.8903
293.709039290716           45.286354260245           19345017+4517109           2127969279414266880           12.994           13.8948
177.58907606517           1.26688313479811           11502139+0116009           3796209790641895552           12.61           13.8992
252.8649200118           -63.7970395720358           16512757-6347492           5817656798729479296           12.329           13.9007
114.579634744857           22.8570738125869           07381910+2251256           867229802021998208           12.627           13.9107
295.917529051148           50.2375239607891           19434017+5014151           2135344146276540928           12.075           13.9123
194.497723695353           57.7837493530523           12575953+5747016           1577092543479647104           12.55           13.9153
78.9573353165524           -39.9781660984724           05154977-3958415           4819282785940621952           12.099           13.9182
20.0719160778446           85.8830143129573           01201723+8552588           573898860147613184           11.92           13.9254
54.787659991036           45.0172593530276           03390903+4501021           244660514213938432           12.059           13.9255
184.653068468419           14.7698712421332           12183673+1446115           3921215191749229952           12.474           13.9326
251.456595260534           35.3485055095095           16454958+3520545           1327002340205848192           12.73           13.9406
78.8955751673071           -40.6247347095797           05153491-4037287           4818971108753651584           11.797           13.942
333.75278952825           50.4219225680704           22150067+5025189           2000781416453111808           12.324           13.9568
250.266147988254           36.6701656644766           16410389+3640125           1328112194124262784           12.875           13.9568
294.206983978567           38.2234889772489           19364967+3813244           2052022334797555072           12.31           13.9619
176.472152855168           1.00572015498568           11455331+0100204           3796281361976737536           13.004           13.9634
142.263193274867           27.5346303248293           09290319+2732048           694549061337808768           12.824           13.9678
327.038913352673           46.7880033578383           21480935+4647167           1974613898702800256           12.278           13.9713
251.808798371906           -63.1940535119464           16471411-6311384           5817872165569371008           12.483           13.9716
159.026169220788           23.4764231778134           10360628+2328350           723956702412239232           13.014           13.9778
322.145288149165           11.1122904704778           21283486+1106443           1745721862988441984           12.549           13.9785
16.2158761545966           85.5962580440376           01045184+8535464           573879549974576384           12.184           13.9879
81.7408915485653           -24.7669684946668           05265781-2446011           2957545579886845184           12.625           13.9899
71.5858254059434           -75.6769812723628           04462057-7540371           4625185208015279360           12.385           13.9948
163.381701959041           49.8622148321173           10533162+4951440           835985632928945280           12.502           14.0005
348.124002648935           52.4185605096753           23122977+5225069           1995249429849704960           12.213           14.0049
296.09681608065           49.6438656327664           19442322+4938377           2134901528427809920           12.902           14.0062
222.934633102459           -7.25374199664843           14514432-0715133           6333502402684191488           12.538           14.0107
251.262007813747           36.9126941853795           16450288+3654458           1328179333044062464           13.239           14.0146
251.885455133077           37.4544531036295           16473251+3727163           1352215859818022016           12.921           14.0151
175.758846176717           0.81789057525869           11430214+0049042           3795944189863840512           12.77           14.0194
229.044168034595           -0.0681414585716048           15161059-0004047           4418921293409218048           12.325           14.0269
217.64365440365           9.92870056631629           14303447+0955433           1176495175640931456           12.598           14.0283
131.947552069342           12.8149728575185           08474740+1248544           608086692448039552           12.415           14.0308
186.572795912029           0.334036952087201           12261747+0020028           3696729380175230080           12.789           14.042
58.3723691171301           67.9992356876706           03532935+6759578           493368360789254528           12.184           14.0463
212.219089804182           29.9144606083257           14085254+2954524           1453300041136800256           12.547           14.0494
2.36622743492422           1.76159521689183           00092789+0145417           2546735428356062080           12.449           14.0543
321.177448291309           31.686204516084           21244259+3141104           1853496920459945088           12.456           14.0587
285.884468666303           46.2898191014264           19033227+4617233           2106540588060369024           12.768           14.0658
205.229666454928           27.1618571495043           13405513+2709430           1445653148219694080           12.563           14.0755
192.179304252207           11.6411034464375           12484302+1138278           3927992856302151936           12.84           14.0799
132.232865844192           12.1619094893985           08485590+1209429           607989355604856192           12.863           14.0846
321.520399687002           11.0872198660712           21260489+1105141           1745402038248500736           12.83           14.0892
229.593155133858           1.84347598720059           15182236+0150365           4421470751637589376           12.691           14.0941
177.501939408594           20.2598329365257           11500045+2015357           3976182251922489472           12.921           14.1049
287.875094942578           47.4457169778285           19113002+4726447           2130852576857565312           12.816           14.1138
337.489634162695           49.8990625830483           22295750+4953566           1988168987289213184           12.541           14.1157
291.524934902956           38.4559087407302           19260597+3827210           2052729252051464192           13.039           14.1221
84.8127645392817           46.2201857707243           05391506+4613127           209547472939944960           12.313           14.1369
299.035267660714           17.6123909025003           19560846+1736447           1820534111645108480           12.502           14.1402
205.749832844439           29.2709900490754           13425995+2916155           1455133584151018624           12.284           14.1406
182.709589538818           19.1822359239566           12105030+1910562           3950206358436157440           12.557           14.1409
52.3446061514307           47.1114781777226           03292268+4706415           248898959740718848           12.458           14.1435
290.183065646659           38.321837063672           19204393+3819190           2052819996117320704           13.041           14.1486
97.7591961406635           -70.7789928781081           06310219-7046443           5266779723479580800           12.554           14.1563
185.283172169604           15.5227578890842           12210796+1531215           3945471792647470976           12.327           14.1571
218.255602592679           50.7438350315146           14330136+5044377           1603813566548768768           12.532           14.1574
334.277942086939           40.6875037358802           22170671+4041151           1957307791831360128           12.563           14.158
209.090019312807           32.9564033208632           13562160+3257231           1457825394777206912           12.809           14.1592
176.923612085973           -0.742646557165243           11474169-0044335           3794779119855930240           12.868           14.1617
239.982508533074           7.0678541147497           15595580+0704045           4451016759380616704           12.215           14.1628
176.956172230038           0.859538100247127           11474948+0051345           3796099255363226880           12.826           14.1629
127.459989181165           0.25016494149206           08295039+0015006           3076919110635756160           13.28           14.1634
206.271423887036           26.8513345140041           13450512+2651051           1451388303949286400           12.998           14.1714
248.567473728012           -12.7362258963327           16341621-1244104           4330851408458249600           12.411           14.1748
206.86214492677           27.7414781003633           13472690+2744293           1451724582708894720           13.212           14.1764
141.965863519956           49.3057862688535           09275179+4918208           1017930716853892480           13.437           14.182
289.255263144412           46.46982848905           19170127+4628114           2127749789403919232           13.214           14.1883
50.5789754808674           78.7674326139507           03221892+7846028           555521691520862976           12.546           14.1904
290.636468635992           38.7076467784222           19223275+3842276           2052853703021795456           13.138           14.1908
288.244318241731           -59.8373579558905           19125869-5950145           6638385122962115712           12.794           14.2032
231.925237330121           39.3330490304518           15274204+3919590           1388126768574030080           12.655           14.2041
299.03319049862           17.6075485634438           19560796+1736271           1820531156707608448           12.428           14.2087
224.148029679983           21.6689284673678           14563552+2140082           1262294019326443904           13.19           14.2106
197.081461016735           29.9359654981051           13081959+2956094           1462914449984052864           12.637           14.2273
295.071112279482           46.6877594455065           19401707+4641161           2080482712242085888           13.172           14.2284
229.511601359534           0.509429939113881           15180278+0030341           4419059350837947392           12.88           14.2285
140.986736370296           26.8595760874622           09235683+2651343           694045622450825344           12.902           14.2294
352.150264201976           48.8896154762299           23283606+4853225           1942127315823878272           12.548           14.2405
8.9034910369832           55.5539962738552           00353683+5533143           418577930603886464           12.333           14.2418
160.899389854776           39.854432220833           10433583+3951162           779284608557960832           13.188           14.2437
293.463542539059           42.8841027942522           19335125+4253024           2077820137456443904           12.342           14.2573
150.906715255448           26.7422188147769           10033761+2644325           739780427082093312           13.033           14.258
336.235436170976           49.0470510156867           22245650+4902494           1987745537871273088           12.335           14.2614
224.519991797054           22.216646419238           14580481+2213001           1262342122960244608           12.893           14.2629
289.367552388436           -13.3998496994376           19172821-1323594           4185853175120157696           12.342           14.2711
78.7447663376213           25.2687947287823           05145873+2516078           3420519071297164544           12.661           14.2733
217.788983957541           51.4491761519441           14310935+5126569           1604612636624059392           13.477           14.2746
115.427891914943           21.6025372241744           07414269+2136092           673262928540366080           12.82           14.2802
98.7917376966576           4.15481194289409           06351002+0409175           3130467800810703488           12.401           14.2805
196.086363681886           56.3008692607757           13042084+5618029           1564849314001708672           12.368           14.2806
291.915545043776           37.3225843865139           19273973+3719213           2051779102207576832           13.302           14.2823
137.711784530106           22.3015396387645           09105082+2218057           686819047917574784           12.806           14.286
313.236111812522           49.9738590280596           20525666+4958258           2169615618779788032           12.293           14.2877
84.2416214482269           9.89218420575818           05365798+0953323           3339440121793154944           12.185           14.2886
285.547929628192           45.9936635321685           19021150+4559373           2106518460388720128           12.94           14.29
125.72297231675           1.35892941128521           08225352+0121323           3078040406337920896           12.907           14.2972
292.276123853022           42.0377209386353           19290626+4202158           2125704972655732736           12.84           14.2976
153.149618255896           25.6297177782517           10123591+2537467           726754508532618880           13.061           14.2995
38.1974117203028           61.6048742302504           02324738+6136176           465538690703408256           12.865           14.2997
228.451857968358           0.00871411842105329           15134845+0000312           4418957955250103168           12.821           14.3036
215.904458350268           57.7918561869406           14233703+5747308           1611423046005894656           12.857           14.3066
158.819354379005           25.8909591965149           10351667+2553273           727518359876273664           13.346           14.3114
240.535060577466           4.94238222508831           16020842+0456327           4425775339661624576           13.026           14.3124
181.414558761675           19.7020970698804           12053950+1942073           3951212480294680192           12.942           14.3193
123.507715871172           30.7510383410845           08140186+3045036           900805382439614720           12.834           14.3227
321.860269143267           12.3861958183377           21272647+1223103           1746154658253132800           12.53           14.3245
138.141069535668           23.1309114487183           09123385+2307513           687012080927385728           13.343           14.3276
8.68779836265951           85.2016431607554           00344509+8512058           573947066861284480           13.121           14.3354
290.241047898967           37.7851966364541           19205784+3747067           2051293118064542976           12.601           14.3364
138.716126266924           21.1707030884055           09145187+2110146           636959872088672000           13.004           14.3374
60.3276476121152           79.8166696320126           04011855+7949006           555858588756097792           12.573           14.3394
165.218711605638           11.5241512795772           11005252+1131270           3871549529967474176           13.159           14.3415
71.0952952551741           -75.4017782050972           04442280-7524067           4628195116801599616           12.7           14.3418
78.1974965472731           -40.4845708410303           05124739-4029045           4819150397871679616           12.781           14.3438
87.6798222370754           28.1455402200331           05504316+2808440           3443066687529921920           12.908           14.3472
140.313535208529           22.5461549568058           09211525+2232465           639025339041489664           13.062           14.3482
258.139915668925           43.233434210462           17123359+4314004           1354454740370241024           12.947           14.3494
132.210386460688           11.5672217797736           08485051+1134020           598947178136355968           12.491           14.3497
294.336021483976           -3.84704792982814           19372065-0350492           4210608129658279040           12.571           14.3553
176.656012829013           -0.883637062616582           11463743-0053010           3794685111611411328           12.947           14.3554
69.9533897689814           -75.2434358831834           04394882-7514363           4628213091239815168           11.534           14.3561
177.397629864838           0.491237809558974           11493543+0029284           3796024488572590464           13.076           14.3637
304.633221011256           19.8952569410944           20183197+1953430           1816480727651712256           12.861           14.3676
176.01860733217           0.59383940954884           11440447+0035379           3795887083978718720           13.093           14.371
62.6275342961871           52.8451078887562           04103059+5250423           275051049968724480           12.755           14.3749
176.858347713184           35.5902361455821           11472601+3535247           4032030914263147648           13.376           14.3754
207.955426741038           31.7503011096172           13514931+3145011           1457360885472326272           13.269           14.3787
126.619141791662           0.165790726527032           08262858+0009570           3077651144862164608           13.407           14.3796
292.192064927892           39.4353459278373           19284616+3926074           2053163249907919616           12.565           14.3805
57.4747026406246           79.5439995711168           03495391+7932383           555768531881759104           12.792           14.3871
291.964523421808           37.6087872067812           19275148+3736316           2051792536865653888           13.425           14.3923
206.267751033732           28.9049126175505           13450426+2854176           1454920038379087232           13.016           14.3937
157.693256746794           15.1521135092829           10304638+1509081           3888918102834536320           13.072           14.3968
198.202514041741           56.9547151135309           13124866+5657171           1566231670700163840           12.356           14.3973
107.632078623778           7.2162451672012           07103169+0712585           3153423335858816128           12.965           14.4033
77.7151416414276           25.2217938796253           05105162+2513182           3419260748958582528           12.558           14.4099
321.809287143698           46.3565970229584           21271422+4621236           1972186417554435584           12.96           14.4101
243.481977197419           50.9898708982197           16135567+5059233           1424581763788134656           13.446           14.4125
194.596539738578           43.3321553178456           12582315+4319556           1527845009651265920           13.351           14.4196
108.035306857518           5.29350661375245           07120848+0517363           3140637596175646208           12.786           14.4213
146.391444148932           37.0273055010029           09453396+3701386           799617980171480576           13.227           14.4225
58.426204092881           80.0348367051671           03534224+8002056           556061379932216704           12.449           14.4242
333.954153465376           49.5535226137757           22154899+4933125           1999912493028743680           12.522           14.4483
260.229973356786           58.4141346808613           17205522+5824508           1433232893074024064           13.285           14.4532
185.228059760467           -67.1763684228346           12205477-6710351           5859655050557401472           12.709           14.456
143.703110764186           56.3554600230896           09344876+5621198           1024840292736331136           13.362           14.4577
14.0069612761145           -70.6724966252964           00560170-7040210           4691631371444859136           13.285           14.4588
7.63588652112149           59.164095719519           00303258+5909507           428050532516019072           12.557           14.461
177.296494902725           0.359228844155553           11491116+0021334           3795988307768083968           13.36           14.4725
132.145726796201           12.6123183212075           08483499+1236448           608067867607111552           12.899           14.4728
186.101410713141           0.0123621276081844           12242433+0000450           3696695398393896448           13.198           14.4742
225.449027781669           21.1810792482382           15014777+2110517           1261467701978499712           13.08           14.4792
132.011919113335           11.9647053386872           08480285+1157534           601979871724065152           12.751           14.4814
239.531990694109           5.19053324169901           15580769+0511259           4426513043245076608           13.24           14.4821
205.202050506028           -0.133106247120565           13404846-0007590           3661986393284502912           13.273           14.4824
325.635792570853           43.0542894545108           21423258+4303153           1972882511482670208           12.707           14.4843
117.316079559219           66.9146077079088           07491584+6654523           1096089161613389696           13.46           14.4866
178.451691069902           34.5072616672242           11534840+3430261           4031303071925211648           13.571           14.4902
294.727495134785           -4.72651705694452           19385460-0443353           4209941035336699520           12.723           14.491
308.465307224393           51.9773645306101           20335168+5158385           2181479795924685056           12.644           14.4929
176.63417637808           -14.7938857112944           11463223-1447379           3572635027531078144           13.572           14.4993
51.1633429642187           80.5346554740164           03243919+8032046           568102475364068864           12.983           14.5011
162.587590427493           -2.28236821224142           10502104-0216564           3802366059324427648           12.86           14.5017
147.456632712608           38.4763609363598           09494959+3828349           800271433676365312           13.112           14.5031
132.798982177389           11.8338479441222           08511176+1150018           604920824810716672           13.12           14.5087
178.469236363509           35.1003789486592           11535258+3506013           4031395671420056576           13.564           14.5087
196.798225406905           58.2467890526399           13071171+5814483           1566643510819479552           12.383           14.5092
293.643856516426           -3.69059302667611           19343452-0341260           4213297638178575872           12.218           14.5106
241.282372437349           51.7633394235538           16050779+5145484           1403892627148902144           13.216           14.5107
178.762699641351           35.3197970115837           11550304+3519115           4031404089555948416           13.492           14.5114
159.077457830888           26.0783633508518           10361860+2604420           724894688909566720           13.639           14.5128
